transcript_id	tAI_cds
YBR145W_mRNA	0.343903965574232
YMR318C_mRNA	0.259454021328091
YCR105W_mRNA	0.395344468553352
YMR009W_mRNA	0.367355319039877
YDR226W_mRNA	0.434336064749531
YER170W_mRNA	0.327930888286684
YJR105W_mRNA	0.417376497909949
YCR011C_mRNA	0.343906531794146
YDR216W_mRNA	0.366093116846978
YCR010C_mRNA	0.287714066514734
YDL239C_mRNA	0.29661290031813
YLR227C_mRNA	0.383588296715096
YMR064W_mRNA	0.365448577613654
YMR282C_mRNA	0.34527581593553
YPL005W_mRNA	0.423794970349168
YLR040C_mRNA	0.360864817457931
YEL052W_mRNA	0.389024989092219
YLR397C_mRNA	0.349839874567009
YER017C_mRNA	0.328319204932942
YOR129C_mRNA	0.327311613873875
YDR085C_mRNA	0.483799987230853
YGL071W_mRNA	0.362349685736596
YPL202C_mRNA	0.312867968223475
YNR044W_mRNA	0.315895213567048
YGL032C_mRNA	0.368531317531755
YPR021C_mRNA	0.419757430895715
YDR524C_mRNA	0.604985040505742
YIL044C_mRNA	0.309021053726862
YCL025C_mRNA	0.624910886532883
YBR132C_mRNA	0.494739810919912
YFL055W_mRNA	0.344367492766676
YFL030W_mRNA	0.345292505464459
YDR214W_mRNA	0.343549108214306
YOR023C_mRNA	0.35395203581098
YCR082W_mRNA	0.471012068486032
YLR109W_mRNA	0.313857930564418
YHR093W_mRNA	0.40119020589775
YNR074C_mRNA	0.348492366934326
YAL046C_mRNA	0.341463123703027
YER087W_mRNA	0.35069490644208
YER093C-A_mRNA	0.334053551105662
YER093C-A_pre-mRNA	0.436138626066847
YGL160W_mRNA	0.322600353130191
YHL021C_mRNA	0.340156809341475
YHR198C_mRNA	0.297259873059374
YIL087C_mRNA	0.539298473383068
YAL049C_mRNA	0.318715863176393
YIL158W_mRNA	0.332838953087703
YIR003W_mRNA	0.33240336715097
YJL046W_mRNA	0.340487957797356
YJL131C_mRNA	0.278860426924357
YJR080C_mRNA	0.308513020256687
YJR100C_mRNA	0.288365852834478
YKL037W_mRNA	0.334984006214581
YKR074W_mRNA	0.204807910532628
YBR108W_mRNA	0.38592855331328
YML050W_mRNA	0.272660515436617
YML087C_mRNA	0.425392941209936
YMR003W_mRNA	0.275681160654946
YMR157C_mRNA	0.285393862382526
YOL053W_mRNA	0.265400436275123
YBR194W_mRNA	0.275981841631828
YOR215C_mRNA	0.428837538226392
YPL158C_mRNA	0.221464550530897
YPR004C_mRNA	0.277819439060561
YHR199C_mRNA	0.279333166237506
YDL237W_mRNA	0.438715642939644
YDR063W_mRNA	0.434289023745
YER080W_mRNA	0.460540940038253
YMR092C_mRNA	0.342792329946315
YIL079C_mRNA	0.245339507395742
YDL175C_mRNA	0.336816348924243
YBR059C_mRNA	0.302216837180889
YDR264C_mRNA	0.299060679168742
YOR034C_mRNA	0.284907143411595
YOR335C_mRNA	0.503433463242941
YJL122W_mRNA	0.275839639582748
YMR170C_mRNA	0.298799529011722
YMR169C_mRNA	0.338278608995074
YOR374W_mRNA	0.336695804169601
YER073W_mRNA	0.374379477732831
YPL061W_mRNA	0.339304648205903
YOR175C_mRNA	0.368946441913496
YNL148C_mRNA	0.299954704266424
YBR110W_mRNA	0.340507115512807
YNL048W_mRNA	0.30702779495608
YNR030W_mRNA	0.284451140504529
YGL047W_mRNA	0.510940007357009
YBR070C_mRNA	0.239531865595098
YGL065C_mRNA	0.384227947970496
YBL082C_mRNA	0.364356817024419
YPL227C_mRNA	0.280019515470302
YOR002W_mRNA	0.337307513177509
YBR243C_mRNA	0.286215698305266
YOR067C_mRNA	0.340845756661498
YNL219C_mRNA	0.623811053676363
YGL021W_mRNA	0.455284043473659
YBL009W_mRNA	0.321349696368691
YML086C_mRNA	0.254047661549506
YNL270C_mRNA	0.414558032155732
YOL130W_mRNA	0.386133531945757
YFL050C_mRNA	0.309725681934812
YLR089C_mRNA	0.327742412097536
YDR111C_mRNA	0.550231167785637
YKR021W_mRNA	0.414823205078817
YJL084C_mRNA	0.341199779061287
YGR225W_mRNA	0.349313516817323
YGR225W_pre-mRNA	0.329135919623173
YML035C_mRNA	0.307570238635279
YDR242W_mRNA	0.325068762691804
YBR211C_mRNA	0.36003575084721
YOR378W_mRNA	0.350976856284403
YBR158W_mRNA	0.364029250514244
YGL156W_mRNA	0.410323743699712
YJR047C_mRNA	0.302292390856365
YEL036C_mRNA	0.474002594201005
YKL047W_mRNA	0.408194368684839
YHR126C_mRNA	0.35721417585838
YPR128C_mRNA	0.273719270193841
YPR180W_mRNA	0.591907363881481
YCL050C_mRNA	0.283780463219974
YDR530C_mRNA	0.290937261288046
YNL172W_mRNA	0.369441461878029
YDL008W_mRNA	0.289179631577465
YLR127C_mRNA	0.272051545886982
YDR118W_mRNA	0.377148096109453
YOR249C_mRNA	0.437942422339128
YLR102C_mRNA	0.384907305583957
YBR151W_mRNA	0.355836959024175
YKL103C_mRNA	0.3421272756411
YKL157W_mRNA	0.309870062424544
YKL157W_pre-mRNA	0.413436982750372
YBR286W_mRNA	0.35417391385217
YHR113W_mRNA	0.277990236148921
YDR525W_mRNA	0.342084397756127
YNL077W_mRNA	0.352392984125963
YJR005W_mRNA	0.426935299852654
YKL135C_mRNA	0.254604094382311
YBL037W_mRNA	0.298723611447774
YPR029C_mRNA	0.293227691446772
YPL195W_mRNA	0.381053941638641
YGR261C_mRNA	0.369034885902007
YPL259C_mRNA	0.384392246246765
YHL019C_mRNA	0.344660459995201
YBR288C_mRNA	0.356743534186108
YOL062C_mRNA	0.341637661553244
YKL114C_mRNA	0.273748622001179
YBL019W_mRNA	0.387254908525641
YNL094W_mRNA	0.374491342556438
YIL040W_mRNA	0.26399597691041
YJL075C_mRNA	0.320143773597141
YLR170C_mRNA	0.311173792723263
YJR058C_mRNA	0.406728093932407
YJL024C_mRNA	0.354679198702141
YJL024C_pre-mRNA	0.463895254798182
YML022W_mRNA	0.271316629043842
YDR441C_mRNA	0.35977114902986
YNL065W_mRNA	0.378360487557418
YPR192W_mRNA	0.383330908283173
YLL052C_mRNA	0.354537061394727
YBR149W_mRNA	0.312735884142683
YMR041C_mRNA	0.322564813662591
YER036C_mRNA	0.448830479906804
YGL105W_mRNA	0.315726957767913
YIL062C_mRNA	0.370010387877453
YLR370C_mRNA	0.35324790818899
YKL013C_mRNA	0.449761412126114
YNR035C_mRNA	0.372874758949879
YBR234C_mRNA	0.360956768565311
YHR013C_mRNA	0.323681500989058
YCR048W_mRNA	0.422966753843421
YNR019W_mRNA	0.34464360659296
YDL192W_mRNA	0.51746598389648
YDL137W_mRNA	0.281348537252002
YDL137W_pre-mRNA	0.315271892166104
YOR094W_mRNA	0.458249707734943
YOL058W_mRNA	0.615908195341027
YJL071W_mRNA	0.454786384793112
YJL088W_mRNA	0.40657284886895
YHR018C_mRNA	0.298534792523295
YER069W_mRNA	0.32847562305118
YMR062C_mRNA	0.437050988689696
YOL140W_mRNA	0.390273156372501
YMR042W_mRNA	0.399219955485373
YML099C_mRNA	0.299459521324643
YDR173C_mRNA	0.36364763993714
YDR376W_mRNA	0.331964464578562
YGL157W_mRNA	0.36590053827019
YNL020C_mRNA	0.346387774805778
YBR164C_mRNA	0.377317421522995
YPL051W_mRNA	0.322598334713576
YHL040C_mRNA	0.414877067960629
YHL047C_mRNA	0.321803974376662
YDR127W_mRNA	0.296355133820497
YDR380W_mRNA	0.246706983116086
YGL148W_mRNA	0.38399279659647
YDR035W_mRNA	0.317658068526899
YBR249C_mRNA	0.34498472864685
YPR060C_mRNA	0.250433505707163
YGL202W_mRNA	0.341808034018369
YDR421W_mRNA	0.408597842846982
YHR137W_mRNA	0.254362090116619
YHR129C_mRNA	0.333689506714332
YDR106W_mRNA	0.350525808804181
YDL029W_mRNA	0.289410512507287
YDL029W_pre-mRNA	0.34792087283772
YJR065C_mRNA	0.534599332958711
YJL081C_mRNA	0.579282099712745
YNL059C_mRNA	0.4284376601339
YLR085C_mRNA	0.346486506598559
YPR034W_mRNA	0.349183561505586
YOR141C_mRNA	0.354093340274051
YMR033W_mRNA	0.353458205736916
YMR033W_pre-mRNA	0.29748439665443
YPR199C_mRNA	0.405025408674255
YPR200C_mRNA	0.319446963854086
YPR201W_mRNA	0.357105625487545
YLR392C_mRNA	0.579703059162296
YGR068C_mRNA	0.579457540073724
YLR242C_mRNA	0.575521987533541
YDR101C_mRNA	0.269614198172371
YPR085C_mRNA	0.288306130182185
YMR116C_mRNA	0.287601297169157
YMR116C_pre-mRNA	0.376216102550851
YOR058C_mRNA	0.375421182956329
YJL115W_mRNA	0.343353831951553
YDL197C_mRNA	0.362383377774014
YIL130W_mRNA	0.38372749940883
YJL170C_mRNA	0.386687856402371
YKL185W_mRNA	0.402956658205299
YMR119W_mRNA	0.379859440436248
YNL159C_mRNA	0.322698423691724
YNL008C_mRNA	0.364480247160066
YKL052C_mRNA	0.350435698143316
YGR097W_mRNA	0.545450800370876
YDL088C_mRNA	0.374765524390729
YPR145W_mRNA	0.275105902803105
YGR124W_mRNA	0.357349347012078
YDR321W_mRNA	0.371122874106074
YLR155C_mRNA	0.346757183877968
YLR157C_mRNA	0.614130346481506
YLR158C_mRNA	0.261573981538539
YLR160C_mRNA	0.321213320083509
YPR093C_mRNA	0.43931979487493
YBL069W_mRNA	0.426098281049419
YER101C_mRNA	0.352262580077449
YDR184C_mRNA	0.335923877802374
YGL017W_mRNA	0.37620853884145
YOR377W_mRNA	0.495212893727714
YGR177C_mRNA	0.348731465041566
YGL180W_mRNA	0.393277778700778
YLL042C_mRNA	0.337104276239935
YPR049C_mRNA	0.335604071349126
YBR217W_mRNA	0.326551116466229
YPR185W_mRNA	0.340008950413191
YBR128C_mRNA	0.378365146028079
YCR068W_mRNA	0.323841396709401
YMR159C_mRNA	0.580966634613864
YLR423C_mRNA	0.303756657776342
YFR021W_mRNA	0.400385388901644
YOL082W_mRNA	0.331822965688226
YNL242W_mRNA	0.287635007160835
YDL113C_mRNA	0.387620484817664
YPL100W_mRNA	0.355490723813844
YCL038C_mRNA	0.504885363218415
YLR431C_mRNA	0.342521664968893
YLR189C_mRNA	0.396751902297217
YJL178C_mRNA	0.341820154524973
YPL166W_mRNA	0.29445928442684
YNR007C_mRNA	0.35788745653538
YDR022C_mRNA	0.360780882048926
YIL146C_mRNA	0.315461308965147
YLR356W_mRNA	0.362866291348209
YOL083W_mRNA	0.363096455393512
YJL185C_mRNA	0.344963662183171
YLR211C_mRNA	0.302029620167174
YLR211C_pre-mRNA	0.304174022481741
YNL223W_mRNA	0.315803806327484
YPL149W_mRNA	0.300115478489632
YHR171W_mRNA	0.310748586211492
YBL078C_mRNA	0.321005692797613
YDL149W_mRNA	0.515982578322238
YPR026W_mRNA	0.378117332985551
YMR301C_mRNA	0.353568080664394
YNR002C_mRNA	0.304965055629768
YDR384C_mRNA	0.362667314626558
YBL099W_mRNA	0.493312154990591
YLR393W_mRNA	0.282995801619514
YNL315C_mRNA	0.334962716828294
YJL180C_mRNA	0.328373371217615
YLR295C_mRNA	0.325510010103604
YPL271W_mRNA	0.305084139032449
YDL004W_mRNA	0.362799016819097
YDR377W_mRNA	0.533449349567772
YML081C-A_mRNA	0.436655620086504
YOL077W-A_mRNA	0.507371205271285
YJR121W_mRNA	0.394135855731257
YPR020W_mRNA	0.36511485501722
YDR350C_mRNA	0.433498561752336
YNR020C_mRNA	0.286168717192212
YMR098C_mRNA	0.32711881555464
YBR039W_mRNA	0.40800543092357
YPL078C_mRNA	0.595859422022834
YDR298C_mRNA	0.27344411056565
YKL016C_mRNA	0.392183637059164
YML116W_mRNA	0.395648260018363
YAL020C_mRNA	0.375597284456563
YNL259C_mRNA	0.344340893174425
YOR079C_mRNA	0.41757281661396
YFL010W-A_mRNA	0.320177016079881
YKL004W_mRNA	0.519629459129801
YOR011W_mRNA	0.359753529179281
YLR114C_mRNA	0.321350935879905
YOL078W_mRNA	0.308585630925263
YMR068W_mRNA	0.234963843927721
YJR001W_mRNA	0.464262557363143
YEL064C_mRNA	0.476950064201605
YKL146W_mRNA	0.39494436937003
YNL101W_mRNA	0.373183137672433
YBL089W_mRNA	0.385224319624523
YER119C_mRNA	0.345310252973028
YIL088C_mRNA	0.30459361067384
YPR122W_mRNA	0.300066960857497
YIL140W_mRNA	0.373619901310614
YIL124W_mRNA	0.348968828363948
YLL063C_mRNA	0.319732049052992
YOR113W_mRNA	0.174015998047407
YGR224W_mRNA	0.341391615878061
YOR134W_mRNA	0.348098466348776
YBR068C_mRNA	0.535074910155081
YDR046C_mRNA	0.337619298277663
YIL015W_mRNA	0.335023917839394
YKR099W_mRNA	0.404334204643545
YHR208W_mRNA	0.299003167758431
YJR148W_mRNA	0.348427758166336
YJL020C_mRNA	0.435855432709151
YPL255W_mRNA	0.356419749667415
YHR040W_mRNA	0.327109576572654
YMR237W_mRNA	0.376972013948882
YKR027W_mRNA	0.305073456148322
YJL095W_mRNA	0.356703932303183
YER167W_mRNA	0.409308588181208
YDR361C_mRNA	0.286264153376706
YDR375C_mRNA	0.376819995395955
YIL033C_mRNA	0.625180559484274
YLR399C_mRNA	0.334543748240076
YDL070W_mRNA	0.301361533556739
YAL060W_mRNA	0.371163860958185
YAL061W_mRNA	0.514901309889307
YNL039W_mRNA	0.324750669470688
YOL164W_mRNA	0.365971258810075
YBR200W_mRNA	0.36251493748718
YER155C_mRNA	0.330127364573114
YPL115C_mRNA	0.325162515355006
YPL161C_mRNA	0.389506846443424
YLR412W_mRNA	0.407631415899319
YIL004C_mRNA	0.248419902227949
YIL004C_pre-mRNA	0.488105664431844
YPR176C_mRNA	0.304030406522722
YKR068C_mRNA	0.342012663348714
YJL031C_mRNA	0.357924114549656
YJL031C_pre-mRNA	0.345492657564403
YML077W_mRNA	0.219480745082238
YJR053W_mRNA	0.345006902766552
YOR198C_mRNA	0.326121437584709
YDR299W_mRNA	0.30890120591324
YGR282C_mRNA	0.382625529582986
YHR101C_mRNA	0.341756671451925
YHR101C_pre-mRNA	0.358662884094342
YCL029C_mRNA	0.336334833506556
YOR304C-A_mRNA	0.347734064705306
YER016W_mRNA	0.347331492215661
YGR286C_mRNA	0.340717663092407
YNR058W_mRNA	0.274472040447015
YNR057C_mRNA	0.402631430582062
YNR056C_mRNA	0.469389073366512
YJR089W_mRNA	0.340302548410555
YBR270C_mRNA	0.424772911044192
YJL058C_mRNA	0.333710903511733
YKL061W_mRNA	0.329164427178332
YFL007W_mRNA	0.398054072171607
YLR408C_mRNA	0.423056404297508
YER177W_mRNA	0.333785997687103
YDR099W_mRNA	0.344592033245365
YDR099W_pre-mRNA	0.347811764549113
YPL217C_mRNA	0.289722342097477
YBR141C_mRNA	0.447587016842954
YIL096C_mRNA	0.416418050359754
YLR063W_mRNA	0.337145025058417
YJR025C_mRNA	0.332649211737521
YJR078W_mRNA	0.319240251483507
YJL060W_mRNA	0.419625966250904
YBL098W_mRNA	0.380265698145636
YLR231C_mRNA	0.358776198345976
YFR047C_mRNA	0.448475003247747
YDR428C_mRNA	0.366381915196405
YNL271C_mRNA	0.335792681140766
YNL233W_mRNA	0.388856932844177
YNL166C_mRNA	0.326349512168045
YIL159W_mRNA	0.35497935545533
YGR230W_mRNA	0.362595012115658
YBL085W_mRNA	0.326973447165643
YER114C_mRNA	0.422625330551535
YLR267W_mRNA	0.333775361500253
YNL042W_mRNA	0.381841951612456
YNL275W_mRNA	0.373928922328649
YLR078C_mRNA	0.365498318773107
YLR078C_pre-mRNA	0.323636458795198
YCR032W_mRNA	0.291775010646124
YDL141W_mRNA	0.359882784876397
YLL015W_mRNA	0.371918290291802
YDL074C_mRNA	0.278474734955319
YLR015W_mRNA	0.36273785088062
YDL231C_mRNA	0.334535225949925
YNR051C_mRNA	0.647233879358037
YGR246C_mRNA	0.283106479527798
YHR036W_mRNA	0.315817428463817
YBL097W_mRNA	0.316410046563778
YPL084W_mRNA	0.345563633545919
YGL007W_mRNA	0.30694375677719
YPR057W_mRNA	0.348088188334312
YER172C_mRNA	0.321532958331748
YGL247W_mRNA	0.31417834161468
YOL077C_mRNA	0.40491911822013
YDL037C_mRNA	0.330291031142142
YDR275W_mRNA	0.655587273376251
YLR465C_mRNA	0.292686593566506
YNL269W_mRNA	0.329268717094277
YNR069C_mRNA	0.57311928832689
YOL137W_mRNA	0.276688036770631
YBR290W_mRNA	0.222719996951767
YPR171W_mRNA	0.339032584867235
YFL025C_mRNA	0.351287342998723
YGR142W_mRNA	0.313127055924029
YPL069C_mRNA	0.352631429973557
YDR252W_mRNA	0.579777703666928
YGR188C_mRNA	0.305122230501683
YMR055C_mRNA	0.340543293356685
YOR026W_mRNA	0.287327406832875
YGL174W_mRNA	0.345500691088394
YAR014C_mRNA	0.345209686613915
YEL029C_mRNA	0.370998749030063
YNR027W_mRNA	0.283150981824371
YJL188C_mRNA	0.311764374863591
YKL092C_mRNA	0.249802102349005
YLR074C_mRNA	0.366453998816344
YOR078W_mRNA	0.369393074080386
YMR014W_mRNA	0.319088729078415
YCR047C_mRNA	0.386859280615304
YER014C-A_mRNA	0.292101139522421
YER014C-A_pre-mRNA	0.351644961584587
YDR241W_mRNA	0.396910416894623
YFL023W_mRNA	0.322259815848758
YLR062C_mRNA	0.306307802382986
YCL014W_mRNA	0.325380840447885
YDL151C_mRNA	0.345471640472837
YCR063W_mRNA	0.344985766768575
YGR262C_mRNA	0.359887294921394
YJR092W_mRNA	0.371305053869992
YCR038C_mRNA	0.366978069400104
YLR319C_mRNA	0.336808184911628
YOR299W_mRNA	0.327612460435445
YLR353W_mRNA	0.458859444855086
YGR041W_mRNA	0.292096207954642
YDL099W_mRNA	0.258852590382787
YMR275C_mRNA	0.330046333940216
YML111W_mRNA	0.4786603401014
YLR226W_mRNA	0.22295754768065
YER159C_mRNA	0.402744128589735
YNL305C_mRNA	0.314058832567908
YKL005C_mRNA	0.186590602990937
YHR114W_mRNA	0.28245734410711
YDR531W_mRNA	0.349368747789605
YIL083C_mRNA	0.279323076015434
YKL088W_mRNA	0.389880512510694
YGR277C_mRNA	0.308298159561964
YDR196C_mRNA	0.368687297954384
YML102W_mRNA	0.367572540226312
YDR423C_mRNA	0.225956851389876
YNL278W_mRNA	0.32707229677367
YGR134W_mRNA	0.340603389405569
YFL028C_mRNA	0.288204022116894
YOR276W_mRNA	0.355128135330888
YKR036C_mRNA	0.33361322341785
YNL288W_mRNA	0.387911756069417
YER048C_mRNA	0.340998027426373
YFL029C_mRNA	0.378840606428773
YPL048W_mRNA	0.357180085632011
YEL063C_mRNA	0.408902385134194
YKL007W_mRNA	0.329267822256521
YIL034C_mRNA	0.309155133875009
YPL111W_mRNA	0.347596484615013
YLR438W_mRNA	0.36588682326492
YML042W_mRNA	0.349478210718752
YOR125C_mRNA	0.43635221363829
YMR280C_mRNA	0.403683591349334
YGR036C_mRNA	0.326461274947422
YPL178W_mRNA	0.398217040037687
YJR060W_mRNA	0.384006949628652
YGR140W_mRNA	0.521966940524886
YLR175W_mRNA	0.344111310100223
YNL161W_mRNA	0.351997339998889
YJL209W_mRNA	0.404732986447607
YHL038C_mRNA	0.332733024386065
YPL215W_mRNA	0.322754924319163
YGR174C_mRNA	0.324841625704155
YBR120C_mRNA	0.366867078617848
YIL043C_mRNA	0.315502004728232
YDL069C_mRNA	0.382605641076249
YDR197W_mRNA	0.367462137841448
YKL208W_mRNA	0.37122603152838
YER168C_mRNA	0.334241288601455
YLR220W_mRNA	0.375327185991479
YDR270W_mRNA	0.362733129127049
YKL011C_mRNA	0.329743668170562
YGR217W_mRNA	0.44707778211271
YPR025C_mRNA	0.286751262267766
YGR150C_mRNA	0.365846417167143
YKR066C_mRNA	0.304961994305189
YAL021C_mRNA	0.396642505179102
YMR038C_mRNA	0.282560941874627
YIL142W_mRNA	0.296567408723063
YJL014W_mRNA	0.305917076240238
YDL143W_mRNA	0.310045826889598
YJR064W_mRNA	0.334934395315767
YDR188W_mRNA	0.369830865571217
YJL111W_mRNA	0.339380189904997
YJL008C_mRNA	0.335974195131087
YLR110C_mRNA	0.309143495017691
YLR390W-A_mRNA	0.297668577492809
YBR131W_mRNA	0.334390513944276
YLR307W_mRNA	0.416587390814293
YLR308W_mRNA	0.332982712605452
YDR182W_mRNA	0.37949255268823
YCR002C_mRNA	0.375525525375151
YJR076C_mRNA	0.447008787870658
YHR107C_mRNA	0.30248276223613
YLR215C_mRNA	0.375229801621962
YDL220C_mRNA	0.47300919656831
YFR028C_mRNA	0.373657377300302
YAR019C_mRNA	0.346041187001407
YKL022C_mRNA	0.337124474421986
YAL038W_mRNA	0.327310909838389
YGL116W_mRNA	0.343419930850873
YOR074C_mRNA	0.313926967201315
YHR166C_mRNA	0.285509680717667
YAL041W_mRNA	0.340315809533449
YLR310C_mRNA	0.353081379994847
YFR036W_mRNA	0.439776064034585
YBL084C_mRNA	0.360646188987729
YBR160W_mRNA	0.308124277644912
YLR314C_mRNA	0.364783902517095
YOR257W_mRNA	0.305482104735393
YOL139C_mRNA	0.40623034715497
YDR054C_mRNA	0.251846192743597
YDL165W_mRNA	0.547515187333089
YDR168W_mRNA	0.336711895263075
YCR093W_mRNA	0.355119109586441
YFL009W_mRNA	0.298841925754676
YDR364C_mRNA	0.239047871220153
YLR229C_mRNA	0.317698816171999
YGL155W_mRNA	0.318963063834754
YLR103C_mRNA	0.3082149817153
YDL126C_mRNA	0.333262204346964
YMR001C_mRNA	0.303729749520863
YCR094W_mRNA	0.270716112023617
YDL132W_mRNA	0.373500565442744
YGL190C_mRNA	0.319218551974821
YJL194W_mRNA	0.375673438864741
YPL160W_mRNA	0.41764132090736
YDL017W_mRNA	0.312249175583575
YLR418C_mRNA	0.356511178170933
YJR057W_mRNA	0.404752856934577
YDL164C_mRNA	0.393410692735749
YLR245C_mRNA	0.291662932789308
YGL003C_mRNA	0.374014400583163
YBR029C_mRNA	0.295917944716121
YMR213W_mRNA	0.461731401928048
YGL130W_mRNA	0.347610022403449
YER061C_mRNA	0.325765435866759
YMR168C_mRNA	0.448849737666963
YPL228W_mRNA	0.355250413367031
YOR112W_mRNA	0.417820749705828
YIL003W_mRNA	0.371527766736715
YDR301W_mRNA	0.333445629384379
YLR115W_mRNA	0.371676128483377
YML036W_mRNA	0.327470443007754
YML036W_pre-mRNA	0.338675964119594
YGL029W_mRNA	0.497905024728961
YCL064C_mRNA	0.26639105371193
YLR098C_mRNA	0.269984259088218
YGL206C_mRNA	0.387938463286129
YER164W_mRNA	0.341289493151696
YBR274W_mRNA	0.318135680088248
YPL008W_mRNA	0.451308681405525
YDR254W_mRNA	0.317311400076543
YER026C_mRNA	0.438903987433771
YGR157W_mRNA	0.307000532968509
YNL192W_mRNA	0.337723027410267
YBR038W_mRNA	0.338839221978896
YBR023C_mRNA	0.382363951849885
YLR330W_mRNA	0.435269230048473
YJL099W_mRNA	0.354803999995315
YHR142W_mRNA	0.399791323021809
YER030W_mRNA	0.311902426404798
YDR267C_mRNA	0.457495745047054
YHR122W_mRNA	0.445949865861787
YHR052W_mRNA	0.41194875304643
YMR198W_mRNA	0.293652877662071
YOR349W_mRNA	0.325603100623281
YPL241C_mRNA	0.289000130709296
YPL241C_pre-mRNA	0.357418680689722
YMR138W_mRNA	0.282635948512501
YOR028C_mRNA	0.489525484010828
YEL061C_mRNA	0.412658313984898
YGR207C_mRNA	0.346656612330857
YOR356W_mRNA	0.354615995508753
YJL158C_mRNA	0.36483756588333
YNR001C_mRNA	0.199810660736813
YCR005C_mRNA	0.374138101230196
YPR001W_mRNA	0.31384123408591
YIL035C_mRNA	0.422121384539218
YOR061W_mRNA	0.302771211515012
YGL019W_mRNA	0.327140960343952
YOR039W_mRNA	0.345603523806002
YLR133W_mRNA	0.266109817516552
YBR135W_mRNA	0.273815247136332
YNL298W_mRNA	0.330591715749938
YGR108W_mRNA	0.287329925665897
YPR119W_mRNA	0.314980102482072
YDL155W_mRNA	0.41795505705726
YLR210W_mRNA	0.393692677428722
YPR120C_mRNA	0.324371542415751
YGR109C_mRNA	0.275098626822263
YGR167W_mRNA	0.383834172491606
YGR110W_mRNA	0.388331519446302
YLR117C_mRNA	0.409934192809837
YGL215W_mRNA	0.39087272417544
YMR199W_mRNA	0.259804908657952
YPL256C_mRNA	0.347643225674785
YAL040C_mRNA	0.355703574804318
YOR250C_mRNA	0.412424074538491
YMR012W_mRNA	0.399751865193877
YKL137W_mRNA	0.333875840051305
YBL059C-A_mRNA	0.638715374364328
YBL059C-A_pre-mRNA	0.339850382570217
YMR194C-B_mRNA	0.369240514592516
YMR194C-B_pre-mRNA	0.366779200469844
YBR109C_mRNA	0.393369080634731
YFR014C_mRNA	0.364470991122849
YOL016C_mRNA	0.328705472229188
YML057W_mRNA	0.326122187570686
YDL156W_mRNA	0.313435205303399
YPR013C_mRNA	0.395827686027672
YLR003C_mRNA	0.38324473382519
YLR433C_mRNA	0.366163537945159
YKL190W_mRNA	0.406387431510973
YKL190W_pre-mRNA	0.198536299972776
YAL058W_mRNA	0.326600216039826
YDR357C_mRNA	0.353235183061169
YNL225C_mRNA	0.285710004676879
YFR046C_mRNA	0.570815152734791
YBR155W_mRNA	0.261619235657707
YIL157C_mRNA	0.333640415868178
YPL189C-A_mRNA	0.305927880380962
YJL062W-A_mRNA	0.347808079324314
YLR218C_mRNA	0.502551309056529
YMR244C-A_mRNA	0.372946464708093
YLL050C_mRNA	0.370581816581318
YLL050C_pre-mRNA	0.612618990673694
YGL223C_mRNA	0.284641629743052
YGR120C_mRNA	0.327989893142845
YER157W_mRNA	0.331034036411083
YPR105C_mRNA	0.39910592161672
YNL051W_mRNA	0.381419755883737
YNL041C_mRNA	0.363917603150445
YGL005C_mRNA	0.384172711365334
